id,تاریخ,کد ملک,نوع ملک,نام مالک,تلفن ,آدرس,تعداد طبقات,تعداد واحد در طبقه,قیمت کل,قیمت واحد,آنالیز قیمت,طبقه,زیربنا,خواب,تلفن,آشپزخانه,سرویس,کفپوش,OPEN,پارکینگ,انباری,بالکن,تجهیزات و امکانات,سن بنا,وضعیت ملک,نما,وضعیت سند,موقعیت مکانی
743,1404/07/14,10526040,آپارتمان,مخفی,,ولیعصر روبروی جام جم,3,3,"23,000,000,000 تومان","147,435,000 تومان",30,2,156,3,1,فرنيش,فرنگی,سراميک,دارد,ندارد,دارد,دارد,کولر فن کوئر گاز ,30,اجاره,ترکیبی,شخصي,جنوبی
744,1404/07/13,10494450,آپارتمان,مخفی,,فرمانیه خ متقیان,14,2,"95,000,000,000 تومان","413,043,000 تومان",9,7,230,3,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,شوفاژ آسانسور استخر سونا جکوزی ,9,اجاره,سنگ,شخصي,شمالی
745,1404/07/13,10736022,آپارتمان,مخفی,,تهرانپارس خ 170 غربی,5,2,"17,500,000,000 تومان","168,269,000 تومان",نوساز,1,104,2,0,MDF,ايراني فرنگي,سراميک,دارد,ندارد,ندارد,ندارد,پکیج ,نوساز,تخلیه,سنگ,شخصي,شمالی
746,1404/07/13,10532432,آپارتمان,مخفی,,اختیاریه شمالی ك غفاری,5,2,"47,775,000,000 تومان","245,000,000 تومان",,1,195,3,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,آسانسور چیلر پکیج ,نوساز,تخلیه,سنگ,دردست اقدام,شمالی
747,1404/07/13,10527404,آپارتمان,مخفی,,پونك خ ایران زمین شمالی,5,2,"25,020,000,000 تومان","180,000,000 تومان",1,3,139,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,کولر آسانسور گاز ,1,تخلیه,سنگ,شخصي,جنوبی
748,1404/07/12,10567823,آپارتمان,مخفی,,شهرك غرب خ ایران زمین,3,2,"32,000,000,000 تومان","237,037,000 تومان",30,همكف,135,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,شوفاژ کولر گاز ,30,مسکونی,سنگ,شخصي,شمالی
749,1404/07/12,3568866,آپارتمان,مخفی,,شیخ بهایی شهرك والفجر,3,1,"16,000,000,000 تومان","113,475,000 تومان",18,3,141,2,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,ندارد,شوفاژ کولر ,18,مسکونی,رومي,شخصي,شمالی
750,1404/07/14,10577558,آپارتمان,مخفی,,تهرانپارس بلوار پروین خ 194,4,2,"5,700,000,000 تومان","91,935,000 تومان",16,1,62,2,1,MDF,ايرانی,سراميک,دارد,دارد,دارد,ندارد,کولر گاز ,16,مسکونی,سنگ,شخصي,جنوبی
751,1404/07/14,10736121,آپارتمان,مخفی,,سراج نرسیده به ك صالحی,5,3,"4,200,000,000 تومان","91,304,000 تومان",19,4,46,1,1,MDF,ايرانی,سراميک,دارد,دارد,دارد,ندارد,کولر آسانسور گاز ,19,اجاره,سنگ,شخصي,جنوبی
752,1404/07/13,10575906,آپارتمان,مخفی,,فرجام غربی خ 37,5,3,"15,450,000,000 تومان","150,000,000 تومان",4,4,103,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,ندارد,دارد,آسانسور ,4,تخلیه,سنگ,شخصي,جنوبی
753,1404/07/13,10531572,آپارتمان,مخفی,,ظفر زرگنده,5,2,"33,750,000,000 تومان","225,000,000 تومان",نوساز,1,150,3,1,چوبي,ايرانی,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور ,نوساز,مسکونی,ترکیبی,شخصي,شمالی
754,1404/07/12,10488771,آپارتمان,مخفی,,نامجو نرسیده به ك خاك سرشت,4,1,"4,500,000,000 تومان","69,230,000 تومان",15,2,65,2,1,MDF,ايرانی,سراميک,دارد,دارد,دارد,دارد,کولر گاز ,15,تخلیه,آجر,شخصي,شمالی
755,1404/07/14,10449263,آپارتمان,مخفی,,دزاشیب خ كریمی,9,3,"75,900,000,000 تومان","330,000,000 تومان",,9,230,4,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,آسانسور چیلر ,3,تخلیه,رومي,شخصي,جنوبی
756,1404/07/14,10733199,آپارتمان,مخفی,,ظفر نرسیده به خ پیوندی,3,1,"16,000,000,000 تومان","121,212,000 تومان",30,2,132,3,1,MDF,ايراني فرنگي,سنگ,دارد,ندارد,دارد,ندارد,شوفاژ کولر گاز ,30,اجاره,سنگ,شخصي,جنوبی
757,1404/07/13,10531021,آپارتمان,مخفی,,هروی ساقدوش,6,3,"42,000,000,000 تومان","295,774,000 تومان",نوساز,1,142,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,نوساز,تخلیه,سنگ,شخصي,شمالی
758,1404/07/12,10566626,آپارتمان,مخفی,,ملاصدرا خ شیراز جنوبی,3,1,"42,400,000,000 تومان","200,000,000 تومان",22,1,212,3,1,MDF,ايرانی,پارکت,دارد,دارد,دارد,دارد,کولر پکیج ,22,تخلیه,ترکیبی,شخصي,شمالی
759,1404/07/14,10573036,آپارتمان,مخفی,,شهرآرا خ امام منتظر,5,1,"33,360,000,000 تومان","240,000,000 تومان",نوساز,2,139,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,کولر آسانسور گاز ,نوساز,تخلیه,سنگ,شخصي,جنوبی
760,1404/07/14,10607897,آپارتمان,مخفی,,ستارخان خ باقرخان,4,1,"13,000,000,000 تومان","126,210,000 تومان",15,1,103,2,1,MDF,ايرانی,سراميک,ندارد,ندارد,ندارد,ندارد,شوفاژ کولر آسانسور پکیج گاز ,15,تخلیه,سنگ,شخصي,شمالی
761,1404/07/12,10571268,آپارتمان,مخفی,,سعادت آباد خ علامه جنوبی,5,1,"28,000,000,000 تومان","200,000,000 تومان",19,3,140,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور گاز ,19,تخلیه,سنگ,شخصي,جنوبی
762,1404/07/14,3907327,آپارتمان,مخفی,,تهران پارس بلوار پروین بین 135و137,4,2,"4,000,000,000 تومان","57,142,000 تومان",30,4,70,2,1,MDF,ايراني فرنگي,سراميک,دارد,ندارد,دارد,ندارد,کولر گاز ,30,مسکونی,سنگ,شخصي,جنوبی
763,1404/07/12,10523948,آپارتمان,مخفی,,تهرانپارس ك 206 غربی,5,3,"4,900,000,000 تومان","85,000,000 تومان",22,3,57,1,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,دارد,شوفاژ کولر آسانسور ,22,مسکونی,سنگ,شخصي,شمالی
764,1404/07/12,10527438,آپارتمان,مخفی,,لویزان شیان,5,2,"12,850,000,000 تومان","128,500,000 تومان",18,همكف,100,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,18,مسکونی,سنگ,شخصي,شمالی
765,1404/07/12,10518795,آپارتمان,مخفی,,دروس خ هدایت,6,2,"130,000,000,000 تومان","500,000,000 تومان",نوساز,1,260,4,1,چوبي,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,آسانسور چیلر ,نوساز,تخلیه,سنگ,شخصي,جنوبی
766,1404/07/12,3974608,آپارتمان,مخفی,,تهرانپارس خ بهار خ 113,4,2,"6,800,000,000 تومان","87,179,000 تومان",20,4,78,2,1,MDF,ايرانی,پارکت,دارد,ندارد,دارد,ندارد,شوفاژ کولر گاز ,20,مسکونی,سنگ,شخصي,شمالی
767,1404/07/13,10608217,آپارتمان,مخفی,,امیرآباد شمالی خ كارگر,3,4,"10,800,000,000 تومان","120,000,000 تومان",30,2,90,2,1,MDF,ايراني فرنگي,سراميک,دارد,ندارد,دارد,دارد,شوفاژ کولر گاز ,30,مسکونی,سنگ,شخصي,جنوبی
768,1404/07/13,3770912,آپارتمان,مخفی,,شمس آباد خ كمالی,4,1,"11,000,000,000 تومان","220,000,000 تومان",20,همكف,50,1,1,MDF,ايرانی,پارکت,دارد,ندارد,دارد,ندارد,کولر گاز ,20,تخلیه,سنگ,شخصي,جنوبی
769,1404/07/12,10618425,آپارتمان,مخفی,,اقدسیه شهرك گلستان شمالی,5,2,"100,320,000,000 تومان","440,000,000 تومان",,4,228,4,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,آسانسور ,12,تخلیه,سنگ,شخصي,شمالی
770,1404/07/13,10516362,آپارتمان,مخفی,,فرمانیه خ دوقوز,11,4,"100,000,000,000 تومان","454,545,000 تومان",نوساز,5,220,3,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,کولر آسانسور گاز ,نوساز,تخلیه,سنگ,شخصي,جنوبی
771,1404/07/12,10563243,آپارتمان,مخفی,,اشرفی اصفهانی خ غروی,12,8,"15,800,000,000 تومان","169,892,000 تومان",نوساز,2,93,2,1,چوبي,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,آسانسور پکیج ,نوساز,تخلیه,ترکیبی,دردست اقدام,جنوبی
772,1404/07/14,10495723,آپارتمان,مخفی,,شریعتی روبروی مترو قلهك,4,1,"6,000,000,000 تومان","125,000,000 تومان",,3,48,1,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,ندارد,کولر گاز ,16,مسکونی,سنگ,شخصي,شمالی
773,1404/07/13,10519789,آپارتمان,مخفی,,سهروردی شمالی خ نقدی,2,3,"13,524,000,000 تومان","92,000,000 تومان",30,2,147,2,1,MDF,فرنگی,سنگ,دارد,ندارد,دارد,ندارد,شوفاژ کولر پکیج گاز ,30,مسکونی,سنگ,شخصي,شرقی
774,1404/07/12,3753485,آپارتمان,مخفی,,قیطریه خ تواضعی,5,3,"55,000,000,000 تومان","275,000,000 تومان",نوساز,4,200,3,2,فايبرگلاس,ايراني فرنگي,سنگ,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور استخر سونا جکوزی ,نوساز,تخلیه,سنگ,شخصي,جنوبی
775,1404/07/13,10736075,آپارتمان,مخفی,,مجیدیه جنوبی خ كرمان,4,2,"9,100,000,000 تومان","100,000,000 تومان",2,1,91,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,2,تخلیه,سنگ,شخصي,جنوبی
776,1404/07/12,10273021,آپارتمان,مخفی,,انتهای همت غرب برج مسكونی چیتگر,29,8,"15,015,000,000 تومان","105,000,000 تومان",2,24,143,3,1,چوبي,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,آسانسور پکیج ,2,اجاره,ترکیبی,شخصي,جنوبی
777,1404/07/13,10575583,آپارتمان,مخفی,,سعادت آباد خ آسمانها,6,2,"22,720,000,000 تومان","160,000,000 تومان",17,1,142,3,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور گاز ,17,مسکونی,سنگ,شخصي,جنوبی
778,1404/07/12,10517169,آپارتمان,مخفی,,هروی خ پناهی نیا,4,1,"9,000,000,000 تومان","120,000,000 تومان",15,1,75,2,1,هایگلاس,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,شوفاژ حیاط خلوت ,15,تخلیه,سنگ,شخصي,شمالی
779,1404/07/12,10735672,آپارتمان,مخفی,,تهرانپارس فلكه اول,5,1,"8,600,000,000 تومان","100,000,000 تومان",18,1,86,2,1,MDF,ايراني فرنگي,سنگ,دارد,ندارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,18,مسکونی,سنگ,شخصي,شمالی
780,1404/07/14,10487129,آپارتمان,مخفی,,گیشا بالاتراز خ 41,6,3,"21,500,000,000 تومان","215,000,000 تومان",نوساز,4,100,3,1,هایگلاس,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,کولر آسانسور پکیج ,نوساز,تخلیه,سنگ,شخصي,جنوبی
781,1404/07/13,10527751,آپارتمان,مخفی,,سعادت آباد خ طاهرخانی,15,4,"34,580,000,000 تومان","260,000,000 تومان",نوساز,11,133,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,نوساز,تخلیه,سنگ,شخصي,شمالی
782,1404/07/12,10735683,آپارتمان,مخفی,,اشرفی اصفهانی بالاتراز حكیم خ حصاركی,5,2,"27,930,000,000 تومان","210,000,000 تومان",نوساز,1,133,3,0,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,کولر آسانسور گاز ,نوساز,تخلیه,سنگ,شخصي,شمالی
783,1404/07/12,10299791,آپارتمان,مخفی,,اختیاریه شمالی بالاتراز میدان,3,1,"5,000,000,000 تومان","106,382,000 تومان",,3,47,2,1,MDF,ايراني فرنگي,سنگ,دارد,ندارد,ندارد,ندارد,شوفاژ کولر ,30,مسکونی,سنگ,شخصي,شمالی
784,1404/07/13,10564505,آپارتمان,مخفی,,آیت الله كاشانی خ كیهان,5,1,"35,000,000,000 تومان","175,000,000 تومان",14,5,200,3,1,چوبي,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور ,14,مسکونی,سنگ,شخصي,غربی
785,1404/07/12,10146541,آپارتمان,مخفی,,هنگام بلوار استقلال,4,4,"7,500,000,000 تومان","85,227,000 تومان",12,4,88,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور پکیج گاز ,12,تخلیه,سنگ,شخصي,جنوبی
786,1404/07/12,10528580,آپارتمان,مخفی,,جمالزاده شمالی خ فرصت,4,1,"6,550,000,000 تومان","74,431,000 تومان",30,3,88,2,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,دارد,شوفاژ کولر ,30,تخلیه,سنگ,شخصي,شمالی
787,1404/07/13,10244948,آپارتمان,مخفی,,بلوارمرزداران خ ناهید,3,3,"28,000,000,000 تومان","304,347,000 تومان",735,2,153,3,1,MDF,فرنگی,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر گاز ,30,اجاره,سنگ,,شرقی
788,1404/07/14,10566594,آپارتمان,مخفی,,جمالزاده خ یوسف,5,2,"13,500,000,000 تومان","140,625,000 تومان",1,5,96,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور ,1,مسکونی,سنگ,شخصي,شمالی
789,1404/07/13,10527626,آپارتمان,مخفی,,پیروزی خ صفا,4,1,"5,600,000,000 تومان","77,777,000 تومان",7,4,72,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور پکیج گاز ,7,مسکونی,سنگ,شخصي,جنوبی
790,1404/07/12,10735749,آپارتمان,مخفی,,جشنواره خ زهدی,3,1,"3,500,000,000 تومان","70,000,000 تومان",19,2,50,1,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,ندارد,کولر گاز ,19,مسکونی,سنگ,شخصي,جنوبی
791,1404/07/10,10575605,آپارتمان,مخفی,,شهرزیبا خ جوانمردان,4,1,"19,000,000,000 تومان","149,606,000 تومان",نوساز,1,127,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,نوساز,تخلیه,سنگ,شخصي,جنوبی
792,1404/07/13,10735870,آپارتمان,مخفی,,وحیدیه میدان تسلیحات,6,2,"5,700,000,000 تومان","114,000,000 تومان",نوساز,3,50,1,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,نوساز,تخلیه,سنگ,شخصي,شمالی
793,1404/07/14,2803813,آپارتمان,مخفی,,خواجه نظام خ باباخانلو,4,1,"5,280,000,000 تومان","66,000,000 تومان",15,4,80,2,1,MDF,فرنگی,پارکت,دارد,ندارد,دارد,ندارد,شوفاژ کولر گاز ,15,تخلیه,سنگ,شخصي,شمالی
794,1404/07/12,10731265,آپارتمان,مخفی,,پاسداران خ بوستان,7,3,"112,000,000,000 تومان","350,000,000 تومان",نوساز,7,320,4,0,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,کولر آسانسور چیلر گاز ,نوساز,تخلیه,سنگ,دردست اقدام,شمالی
795,1404/07/13,10736087,آپارتمان,مخفی,,مجیدیه جنوبی خ اثنی عشری,3,1,"8,400,000,000 تومان","89,361,000 تومان",3,2,94,2,1,MDF,ايراني فرنگي,سراميک,ندارد,ندارد,ندارد,دارد,کولر پکیج ,3,تخلیه,سنگ,شخصي,شمالی
796,1404/07/14,10736149,آپارتمان,مخفی,,شهران شمالی چهارراه نیرو,4,2,"7,500,000,000 تومان","125,000,000 تومان",15,2,60,2,1,MDF,ايرانی,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر گاز ,15,مسکونی,سنگ,شخصي,شمالی
797,1404/07/13,10607909,آپارتمان,مخفی,,یوسف آباد خ جهان آرا,4,1,"11,700,000,000 تومان","90,697,000 تومان",30,1,129,2,1,MDF,ايرانی,سراميک,دارد,ندارد,ندارد,دارد,شوفاژ کولر گاز ,30,تخلیه,سنگ,شخصي,جنوبی
798,1404/07/14,10731865,آپارتمان,مخفی,,ولیعصر روبروی پارك ملت,4,2,"23,000,000,000 تومان","158,620,000 تومان",30,2,145,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر گاز ,30,تخلیه,سنگ,شخصي,شمالی
799,1404/07/14,10351620,آپارتمان,مخفی,,نیاوران خ مریم,6,2,"28,000,000,000 تومان","231,404,000 تومان",10,5,121,2,1,MDF,فرنگی,سنگ,دارد,دارد,دارد,دارد,کولر آسانسور پکیج ,10,اجاره,سنگ,شخصي,شمالی
800,1404/07/12,10569797,آپارتمان,مخفی,,امام حسین خ صفای شرق,6,5,"10,200,000,000 تومان","85,000,000 تومان",,3,120,3,1,دلخواه,ايراني فرنگي,سنگ,ندارد,دارد,دارد,ندارد,کولر آسانسور پکیج گاز ,1,تخلیه,سنگ,شخصي,شمالی
801,1404/07/12,10732156,آپارتمان,مخفی,,زرگنده خ دلیری,4,1,"10,500,000,000 تومان","210,000,000 تومان",نوساز,1,50,1,1,MDF,ايراني فرنگي,سراميک,ندارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور پکیج گاز ,نوساز,تخلیه,سنگ,شخصي,شمالی
802,1404/07/14,10736023,آپارتمان,مخفی,,اشرفی اصفهانی بالاتر از نیایش خ رزمندگان,3,2,"4,300,000,000 تومان","75,438,000 تومان",25,1,57,1,0,MDF,ايرانی,سراميک,دارد,ندارد,ندارد,ندارد,شوفاژ کولر گاز ,25,تخلیه,سنگ,قولنامه اي,شمالی
803,1404/07/12,10266772,آپارتمان,مخفی,,بلوارفردوس غرب خ بهار شمالی,11,5,"22,000,000,000 تومان","166,660,000 تومان",2,10,132,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,کولر آسانسور گاز ,2,تخلیه,سنگ,شخصي,شمالی
804,1404/07/12,10298140,آپارتمان,مخفی,,نیروی دریایی نرسیده به ك حسینعلی,4,1,"4,200,000,000 تومان","84,000,000 تومان",,زیرهمكف,50,1,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,ندارد,کولر گاز ,19,مسکونی,سنگ,شخصي,جنوبی
805,1404/07/12,10729143,آپارتمان,مخفی,,نارمك میدان 44,5,2,"14,420,000,000 تومان","140,000,000 تومان",1,5,103,2,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور پکیج گاز ,1,تخلیه,سنگ,شخصي,شمالی
806,1404/07/12,10512491,آپارتمان,مخفی,,پیروزی خ دهم فروردین,4,1,"4,300,000,000 تومان","68,253,000 تومان",17,3,63,2,1,MDF,ايرانی,سراميک,دارد,ندارد,ندارد,دارد,کولر گاز ,17,مسکونی,سنگ,شخصي,جنوبی
807,1404/07/12,10597922,آپارتمان,مخفی,,پونك سردارجنگل خ بهار,5,8,"9,700,000,000 تومان","146,969,000 تومان",18,5,66,2,1,چوبي,ايرانی,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور ,18,مسکونی,سنگ,شخصي,جنوبی
808,1404/07/13,10736081,آپارتمان,مخفی,,چیتگر شهرك شهیدباقری,13,8,"9,300,000,000 تومان","88,571,000 تومان",4,3,105,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,کولر آسانسور چیلر گاز ,4,تخلیه,سيمان,شخصي,شمالی
809,1404/07/12,10735667,آپارتمان,مخفی,,فرمانیه خ اندرزگو,3,3,"29,000,000,000 تومان","210,144,000 تومان",23,2,138,3,1,چوبي,ايراني فرنگي,پارکت,ندارد,دارد,دارد,ندارد,شوفاژ کولر گاز ,23,مسکونی,آجر سه سانت,شخصي,جنوبی
810,1404/07/12,10078499,آپارتمان,مخفی,,نظام آباد خ مدنی جنوبی خ محمودی,4,1,"7,500,000,000 تومان","100,000,000 تومان",نوساز,1,75,2,1,MDF,ايرانی,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,نوساز,تخلیه,سنگ,شخصي,جنوبی
811,1404/07/13,10573712,آپارتمان,مخفی,,اشرفی اصفهانی خ معین,6,4,"14,000,000,000 تومان","164,700,000 تومان",2,2,85,2,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,کولر آسانسور گاز ,2,مسکونی,سنگ,شخصي,جنوبی
812,1404/07/12,10529495,آپارتمان,مخفی,,بزرگراه رسالت خ كرمان,3,3,"4,700,000,000 تومان","71,212,000 تومان",20,3,66,1,1,هایگلاس,ايراني فرنگي,سراميک,دارد,ندارد,دارد,دارد,کولر پکیج ,20,اجاره,سنگ,مسکوني,شمالی
813,1404/07/12,10567477,آپارتمان,مخفی,,نیروی دریایی نرسیده به ك شریعتی,4,2,"7,500,000,000 تومان","90,361,000 تومان",,3,83,2,1,MDF,ايراني فرنگي,پارکت,دارد,ندارد,دارد,دارد,شوفاژ کولر گاز ,26,تخلیه,سنگ,شخصي,شمالی
814,1404/07/10,10735639,آپارتمان,مخفی,,پونك عدل جنوبی,5,4,"12,000,000,000 تومان","160,000,000 تومان",نوساز,3,75,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,کولر آسانسور گاز ,نوساز,اجاره,ترکیبی,شخصي,جنوبی
815,1404/07/14,10184849,آپارتمان,مخفی,,تهرانپارس خ 190 غربی,5,4,"13,000,000,000 تومان","100,000,000 تومان",18,1,130,2,1,هایگلاس,فرنگی,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور استخر سونا جکوزی گاز ,18,مسکونی,سنگ,شخصي,شمالی
816,1404/07/13,10352368,آپارتمان,مخفی,,مجیدیه شمالی خ امیرنیا,4,2,"8,600,000,000 تومان","150,877,000 تومان",,4,57,1,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,ندارد,دارد,شوفاژ کولر آسانسور گاز ,10,تخلیه,سنگ,شخصي,شمالی
817,1404/07/12,10249266,آپارتمان,مخفی,,پاسداران بهستان,6,2,"88,800,000,000 تومان","370,000,000 تومان",2,2,240,3,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور پکیج گاز ,2,تخلیه,سنگ,شخصي,جنوبی
818,1404/07/12,10734145,آپارتمان,وطن دوست,,بلوار ابوذر مسلم شمالی,4,2,"4,150,000,000 تومان","63,846,000 تومان",,2,65,2,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,ندارد,کولر گاز ,23,مسکونی,سنگ,شخصي,جنوبی
819,1404/07/14,10570778,آپارتمان,مخفی,,سهروردی شمالی خ ابن یمین,5,1,"11,200,000,000 تومان","140,000,000 تومان",13,زیرهمكف,80,1,1,MDF,ايراني فرنگي,سراميک,دارد,ندارد,دارد,ندارد,شوفاژ کولر آسانسور گاز ,13,تخلیه,سنگ,شخصي,جنوبی
820,1404/07/14,10568457,آپارتمان,مخفی,,سعادت آباد بلوار 24 متری,12,8,"82,250,000,000 تومان","350,000,000 تومان",5,3,235,3,1,MDF,ايراني فرنگي,سراميک,ندارد,دارد,دارد,ندارد,کولر آسانسور گاز ,5,تخلیه,سنگ,شخصي,جنوبی
821,1404/07/10,10735576,آپارتمان,مخفی,,نیروی هوائی خ پنجم,3,2,"6,500,000,000 تومان","78,313,000 تومان",30,2,83,2,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,ندارد,کولر گاز ,30,تخلیه,سنگ,شخصي,شمالی
822,1404/07/13,10588050,آپارتمان,مخفی,,نیروی هوایی خ هشتم,4,1,"14,000,000,000 تومان","100,000,000 تومان",25,1,140,3,1,MDF,ايراني فرنگي,پارکت,دارد,دارد,ندارد,دارد,شوفاژ کولر پکیج گاز ,25,مسکونی,سنگ,شخصي,شرقی
823,1404/07/14,10568936,آپارتمان,مخفی,,ونك خ آرارات,6,1,"45,000,000,000 تومان","167,910,000 تومان",14,4,268,4,2,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,14,مسکونی,سنگ,شخصي,جنوبی
824,1404/07/13,10736088,آپارتمان,مخفی,,چیتگر بلوار اردستانی شهرك شهید خرازی,25,6,"10,500,000,000 تومان","80,769,000 تومان",4,5,130,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,4,مسکونی,سيمان,تعاوني,جنوبی
825,1404/07/12,10628537,آپارتمان,مخفی,,ستاری پیامبر مركزی,4,3,"7,900,000,000 تومان","121,538,000 تومان",17,4,65,1,1,MDF,ايرانی,سراميک,دارد,دارد,دارد,ندارد,کولر آسانسور گاز ,17,مسکونی,سنگ,شخصي,جنوبی
826,1404/07/14,10525967,آپارتمان,مخفی,,بنی هاشم شمالی نرسیده به خ نصیبی,5,4,"12,470,000,000 تومان","145,000,000 تومان",4,4,86,2,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,ندارد,کولر آسانسور پکیج گاز ,4,تخلیه,سنگ,شخصي,جنوبی
827,1404/07/14,10527599,آپارتمان,مخفی,,شهرزیبا خ علامه جعفری خ فرهنگستان,10,2,"15,300,000,000 تومان","115,030,000 تومان",13,7,133,3,1,MDF,ايراني فرنگي,پارکت,دارد,دارد,دارد,دارد,کولر فن کوئر آسانسور گاز ,13,تخلیه,سنگ,شخصي,جنوبی
828,1404/07/14,10487836,آپارتمان,مخفی,,اوین خ كچوئی,4,1,"16,000,000,000 تومان","155,339,000 تومان",10,3,103,2,یك,MDF,ايرانی,سراميک,دارد,دارد,دارد,دارد,کولر آسانسور پکیج گاز ,10,مسکونی,سنگ,شخصي,شمالی
829,1404/07/13,10576359,آپارتمان,مخفی,,نیاوران خ منظریه جنوبی,3,3,"22,000,000,000 تومان","169,230,000 تومان",24,همكف,130,3,1,MDF,ايراني فرنگي,پارکت,دارد,دارد,دارد,ندارد,شوفاژ کولر گاز ,24,تخلیه,سنگ,شخصي,جنوبی
830,1404/07/13,10454145,آپارتمان,مخفی,,آزادی خ آران,5,3,"17,280,000,000 تومان","135,000,000 تومان",,2,128,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور ,نوساز,تخلیه,سنگ,شخصي,غربی
831,1404/07/14,10736116,آپارتمان,مخفی,,سهروردی شمالی ك آزادی,5,1,"19,000,000,000 تومان","162,393,000 تومان",9,2,117,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,ندارد,دارد,کولر آسانسور گاز ,9,تخلیه,سنگ,شخصي,جنوبی
